Year,State,State_Name,Percent_Adults,LowCI,HighCI,Sample_Size,Age,Education,Gender,Income,Race,Category,Sub_Category,status,Region
2020,US,National,35.5,34.4,36.7,40749.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Overweight,Other
2020,US,National,41.1,39.7,42.4,25456.0,,Less than high school,,,,Education,Less than high school,Inactive,Other
2020,US,National,19.5,18.5,20.6,22611.0,18 - 24,,,,,Age (years),18 - 24,Obese,Other
2020,US,National,38.5,32.9,44.4,1116.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Obese,Other
2020,US,National,34.2,33.5,34.9,94257.0,,High school graduate,,,,Education,High school graduate,Overweight,Other
2020,US,National,12.7,12.2,13.1,117926.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Inactive,Other
2020,US,National,34.0,33.2,34.9,56841.0,,,,Data not reported,,Income,Data not reported,Overweight,Other
2020,US,National,24.2,23.3,25.2,43184.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Inactive,Other
2020,US,National,32.3,29.9,34.7,7397.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Overweight,Other
2020,US,National,34.0,33.0,35.1,49074.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Obese,Other
2020,US,National,34.3,29.1,39.8,1116.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Overweight,Other
2020,US,National,26.0,25.2,26.8,76583.0,55 - 64,,,,,Age (years),55 - 64,Inactive,Other
2020,US,National,31.9,31.6,32.3,353841.0,,,,,,Total,Total,Obese,Other
2020,US,National,34.2,33.5,34.9,98874.0,,Some college or technical school,,,,Education,Some college or technical school,Overweight,Other
2020,US,National,35.1,33.7,36.5,28777.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Obese,Other
2020,US,National,21.2,19.2,23.3,8059.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Inactive,Other
2020,US,National,37.1,36.2,38.0,69210.0,55 - 64,,,,,Age (years),55 - 64,Overweight,Other
2020,US,National,20.4,18.5,22.5,9398.0,,,,,Asian,Race/Ethnicity,Asian,Inactive,Other
2020,US,National,18.8,18.0,19.6,43237.0,25 - 34,,,,,Age (years),25 - 34,Inactive,Other
2020,US,National,39.8,39.3,40.3,169442.0,,,Male,,,Gender,Male,Overweight,Other
2020,US,National,34.8,34.5,35.2,353841.0,,,,,,Total,Total,Overweight,Other
2020,US,National,34.0,32.7,35.4,28777.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Overweight,Other
2020,US,National,26.9,26.2,27.6,78514.0,,,,Data not reported,,Income,Data not reported,Inactive,Other
2020,US,National,29.9,29.2,30.5,104952.0,,High school graduate,,,,Education,High school graduate,Inactive,Other
2020,US,National,25.0,24.5,25.5,138059.0,,College graduate,,,,Education,College graduate,Obese,Other
2020,US,National,41.6,40.4,42.8,26797.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Obese,Other
2020,US,National,31.7,31.2,32.2,169442.0,,,Male,,,Gender,Male,Obese,Other
2020,US,National,35.4,35.0,35.8,268680.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Overweight,Other
2020,US,National,31.4,28.7,34.2,6132.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Overweight,Other
2020,US,National,29.8,28.5,31.0,30688.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Inactive,Other
2020,US,National,11.8,10.2,13.6,8258.0,,,,,Asian,Race/Ethnicity,Asian,Obese,Other
2020,US,National,36.3,35.4,37.2,69210.0,55 - 64,,,,,Age (years),55 - 64,Obese,Other
2019,US,National,33.8,32.9,34.7,43775.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Obese,Other
2019,US,National,23.5,23.2,23.8,271999.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Active and Physical Training,Other
2019,US,National,31.5,31.0,31.9,203147.0,,,Female,,,Gender,Female,Physical Training,Other
2019,US,National,24.0,23.0,25.1,29880.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Veggies Deficient,Other
2019,US,National,28.7,27.9,29.5,42569.0,35 - 44,,,,,Age (years),35 - 44,Very Active,Other
2019,US,National,35.1,34.7,35.4,285696.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Physical Training,Other
2019,US,National,24.4,23.8,24.9,91845.0,,High school graduate,,,,Education,High school graduate,Veggies Deficient,Other
2019,US,National,27.1,26.3,27.8,55837.0,45 - 54,,,,,Age (years),45 - 54,Inactive,Other
2019,US,National,35.2,34.9,35.6,374073.0,,,,,,Total,Total,Overweight,Other
2019,US,National,60.6,60.1,61.1,138775.0,,College graduate,,,,Education,College graduate,Active,Other
2019,US,National,34.7,34.2,35.3,105418.0,,Some college or technical school,,,,Education,Some college or technical school,Overweight,Other
2019,US,National,28.2,27.6,28.7,107509.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Active and Physical Training,Other
2019,US,National,33.4,28.1,39.1,1187.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Very Active,Other
2019,US,National,30.6,30.2,31.0,176623.0,,,Male,,,Gender,Male,Obese,Other
2019,US,National,29.3,28.8,29.8,140782.0,65 or older,,,,,Age (years),65 or older,Obese,Other
2019,US,National,37.0,36.2,37.8,53415.0,45 - 54,,,,,Age (years),45 - 54,Overweight,Other
2019,US,National,25.9,23.0,28.9,2945.0,,,,,Other,Race/Ethnicity,Other,Inactive,Other
2019,US,National,40.4,39.9,40.9,143863.0,,College graduate,,,,Education,College graduate,Physical Training,Other
2019,US,National,21.0,20.7,21.3,356117.0,,,,,,Total,Total,Veggies Deficient,Other
2019,US,National,13.8,13.0,14.7,23800.0,,Less than high school,,,,Education,Less than high school,Active and Physical Training,Other
2019,US,National,24.0,23.5,24.6,99586.0,,Some college or technical school,,,,Education,Some college or technical school,Active and Physical Training,Other
2019,US,National,24.4,23.7,25.2,56641.0,,,,Data not reported,,Income,Data not reported,Veggies Deficient,Other
2019,US,National,40.3,36.8,43.9,2731.0,,,,,Other,Race/Ethnicity,Other,Physical Training,Other
2019,US,National,34.7,33.6,35.7,26115.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Obese,Other
2019,US,National,25.2,24.8,25.6,161893.0,,,Male,,,Gender,Male,Active and Physical Training,Other
2019,US,National,49.6,49.2,50.1,196344.0,,,Female,,,Gender,Female,Active,Other
2019,US,National,46.8,45.6,48.0,30476.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Active,Other
2019,US,National,30.5,25.7,35.9,1280.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Overweight,Other
2019,US,National,40.8,40.2,41.3,134133.0,65 or older,,,,,Age (years),65 or older,Very Active,Other
2019,US,National,34.7,32.0,37.5,6049.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Overweight,Other
2019,US,National,39.8,38.6,40.9,28480.0,,,,"Less than $15,000",,Income,"Less than $15,000",Inactive,Other
2019,US,National,32.5,31.7,33.4,48002.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Overweight,Other
2019,US,National,33.9,31.9,35.9,7641.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Obese,Other
2019,US,National,22.3,21.5,23.0,41854.0,35 - 44,,,,,Age (years),35 - 44,Active and Physical Training,Other
2019,US,National,35.4,35.1,35.8,287685.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Overweight,Other
2019,US,National,32.5,31.3,33.6,31370.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Physical Training,Other
2019,US,National,31.5,30.8,32.2,75680.0,55 - 64,,,,,Age (years),55 - 64,Physical Training,Other
2019,US,National,27.5,27.2,27.9,211703.0,,,Female,,,Gender,Female,Inactive,Other
2019,US,National,33.3,32.7,33.9,101571.0,,Some college or technical school,,,,Education,Some college or technical school,Very Active,Other
2019,US,National,34.6,33.8,35.4,43629.0,35 - 44,,,,,Age (years),35 - 44,Obese,Other
2019,US,National,46.8,46.0,47.7,57227.0,,,,Data not reported,,Income,Data not reported,Active,Other
2019,US,National,32.9,32.0,33.8,42155.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Very Active,Other
2019,US,National,34.3,33.7,34.9,99433.0,,High school graduate,,,,Education,High school graduate,Obese,Other
2019,US,National,21.9,21.2,22.6,52303.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Inactive,Other
2019,US,National,21.0,17.0,25.6,1172.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Veggies Deficient,Other
2019,US,National,54.7,52.5,56.9,7221.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Active,Other
2019,US,National,27.2,22.1,33.1,1171.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Active and Physical Training,Other
2019,US,National,34.6,33.6,35.5,43085.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Physical Training,Other
2019,US,National,20.6,19.9,21.3,55094.0,,,,Data not reported,,Income,Data not reported,Active and Physical Training,Other
2019,US,National,14.6,14.3,14.9,148489.0,,College graduate,,,,Education,College graduate,Inactive,Other
2019,US,National,19.2,18.5,19.9,41671.0,35 - 44,,,,,Age (years),35 - 44,Veggies Deficient,Other
2019,US,National,50.5,49.6,51.4,42224.0,35 - 44,,,,,Age (years),35 - 44,Active,Other
2019,US,National,20.9,20.2,21.6,51769.0,45 - 54,,,,,Age (years),45 - 54,Veggies Deficient,Other
2019,US,National,17.5,14.9,20.5,2505.0,,,,,Other,Race/Ethnicity,Other,Veggies Deficient,Other
2019,US,National,40.4,39.9,40.8,176623.0,,,Male,,,Gender,Male,Overweight,Other
2019,US,National,35.1,34.8,35.4,276796.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Very Active,Other
2019,US,National,55.2,54.6,55.7,134499.0,65 or older,,,,,Age (years),65 or older,Active,Other
2019,US,National,18.6,17.8,19.4,45408.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Active and Physical Training,Other
2019,US,National,31.1,30.2,32.1,28838.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Inactive,Other
2019,US,National,36.9,36.4,37.3,143648.0,,College graduate,,,,Education,College graduate,Overweight,Other
2019,US,National,24.2,23.4,25.0,49042.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Active and Physical Training,Other
2019,US,National,35.7,33.0,38.4,5677.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Very Active,Other
2019,US,National,31.2,30.3,32.1,47499.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Physical Training,Other
2019,US,National,34.0,33.3,34.7,73804.0,55 - 64,,,,,Age (years),55 - 64,Very Active,Other
2019,US,National,32.3,31.5,33.1,51409.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Obese,Other
2019,US,National,26.9,26.1,27.7,44600.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Inactive,Other
2019,US,National,32.1,31.7,32.5,197450.0,,,Female,,,Gender,Female,Obese,Other
2019,US,National,23.0,22.7,23.3,354386.0,,,,,,Total,Total,Active and Physical Training,Other
2019,US,National,27.4,26.6,28.3,44871.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Veggies Deficient,Other
2019,US,National,25.6,24.6,26.6,25408.0,,Less than high school,,,,Education,Less than high school,Physical Training,Other
2019,US,National,32.7,31.7,33.6,28242.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Overweight,Other
2019,US,National,50.8,49.8,51.8,41976.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Active,Other
2019,US,National,21.1,20.4,21.8,50343.0,45 - 54,,,,,Age (years),45 - 54,Active and Physical Training,Other
2019,US,National,43.0,37.2,48.9,1218.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Physical Training,Other
2019,US,National,46.1,45.0,47.2,22123.0,18 - 24,,,,,Age (years),18 - 24,Physical Training,Other
2019,US,National,36.1,35.6,36.6,139450.0,,College graduate,,,,Education,College graduate,Very Active,Other
2019,US,National,54.5,54.2,54.9,276045.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Active,Other
2019,US,National,14.3,13.9,14.7,108250.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Veggies Deficient,Other
2019,US,National,36.3,35.1,37.4,24411.0,,Less than high school,,,,Education,Less than high school,Active,Other
2019,US,National,36.1,35.0,37.3,27464.0,,,,"Less than $15,000",,Income,"Less than $15,000",Obese,Other
2019,US,National,35.9,35.0,36.7,43629.0,35 - 44,,,,,Age (years),35 - 44,Overweight,Other
2019,US,National,23.0,22.1,24.0,25881.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Active and Physical Training,Other
2019,US,National,36.1,34.9,37.3,23010.0,,Less than high school,,,,Education,Less than high school,Veggies Deficient,Other
2019,US,National,28.3,27.8,28.7,137707.0,,College graduate,,,,Education,College graduate,Active and Physical Training,Other
2019,US,National,28.5,27.9,29.1,78330.0,55 - 64,,,,,Age (years),55 - 64,Inactive,Other
2019,US,National,29.5,28.7,30.3,38184.0,25 - 34,,,,,Age (years),25 - 34,Obese,Other
2019,US,National,24.4,24.0,24.8,176341.0,,,Male,,,Gender,Male,Inactive,Other
2019,US,National,32.0,31.2,32.7,53893.0,45 - 54,,,,,Age (years),45 - 54,Physical Training,Other
2019,US,National,30.1,29.7,30.5,196387.0,,,Female,,,Gender,Female,Very Active,Other
2019,US,National,48.9,48.0,49.8,37143.0,25 - 34,,,,,Age (years),25 - 34,Active,Other
2019,US,National,37.5,35.5,39.6,7586.0,,,,,Asian,Race/Ethnicity,Asian,Physical Training,Other
2019,US,National,19.8,19.0,20.7,22985.0,18 - 24,,,,,Age (years),18 - 24,Inactive,Other
2019,US,National,38.0,34.4,41.8,2621.0,,,,,Other,Race/Ethnicity,Other,Very Active,Other
2019,US,National,30.8,29.7,32.0,27464.0,,,,"Less than $15,000",,Income,"Less than $15,000",Overweight,Other
2019,US,National,13.8,13.5,14.2,139664.0,,College graduate,,,,Education,College graduate,Veggies Deficient,Other
2019,US,National,22.5,20.4,24.7,5504.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Active and Physical Training,Other
2019,US,National,20.0,19.4,20.7,73054.0,55 - 64,,,,,Age (years),55 - 64,Veggies Deficient,Other
2019,US,National,30.0,29.6,30.4,197450.0,,,Female,,,Gender,Female,Overweight,Other
2019,US,National,26.5,25.6,27.5,26530.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Very Active,Other
2019,US,National,15.9,14.9,16.8,25871.0,,,,"Less than $15,000",,Income,"Less than $15,000",Active and Physical Training,Other
2019,US,National,24.1,19.7,29.1,1263.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Inactive,Other
2019,US,National,50.9,48.2,53.6,5653.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Active,Other
2019,US,National,32.8,32.0,33.5,61945.0,,,,Data not reported,,Income,Data not reported,Physical Training,Other
2019,US,National,37.9,35.5,40.4,6049.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Obese,Other
2019,US,National,30.0,28.9,31.1,30594.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Very Active,Other
2019,US,National,24.0,23.7,24.3,296626.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Inactive,Other
2019,US,National,19.2,17.0,21.5,5385.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Veggies Deficient,Other
2019,US,National,27.2,26.5,27.9,59025.0,,,,Data not reported,,Income,Data not reported,Obese,Other
2019,US,National,36.9,36.0,37.7,51409.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Overweight,Other
2019,US,National,51.5,51.2,51.9,359753.0,,,,,,Total,Total,Active,Other
2019,US,National,37.5,36.4,38.6,26115.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Overweight,Other
2019,US,National,52.2,51.4,52.9,73650.0,55 - 64,,,,,Age (years),55 - 64,Active,Other
2019,US,National,26.0,25.7,26.3,388044.0,,,,,,Total,Total,Inactive,Other
2019,US,National,32.2,31.2,33.2,28798.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Inactive,Other
2019,US,National,29.8,29.1,30.6,51160.0,45 - 54,,,,,Age (years),45 - 54,Very Active,Other
2019,US,National,45.0,43.9,46.0,26329.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Active,Other
2019,US,National,36.2,35.0,37.3,24724.0,,Less than high school,,,,Education,Less than high school,Obese,Other
2019,US,National,34.3,31.1,37.5,2834.0,,,,,Other,Race/Ethnicity,Other,Overweight,Other
2019,US,National,29.4,27.2,31.7,6145.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Inactive,Other
2019,US,National,28.3,27.8,28.8,112500.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Obese,Other
2019,US,National,38.5,38.0,39.0,140782.0,65 or older,,,,,Age (years),65 or older,Overweight,Other
2019,US,National,35.3,35.0,35.6,373038.0,,,,,,Total,Total,Physical Training,Other
2019,US,National,20.4,18.8,22.0,7851.0,,,,,Asian,Race/Ethnicity,Asian,Inactive,Other
2019,US,National,27.1,26.2,28.1,25629.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Veggies Deficient,Other
2019,US,National,55.1,54.2,56.0,49398.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Active,Other
2019,US,National,29.3,28.2,30.5,27289.0,,,,"Less than $15,000",,Income,"Less than $15,000",Physical Training,Other
2019,US,National,18.9,18.0,19.7,22221.0,18 - 24,,,,,Age (years),18 - 24,Obese,Other
2019,US,National,26.4,25.4,27.4,22221.0,18 - 24,,,,,Age (years),18 - 24,Overweight,Other
2019,US,National,26.9,23.7,30.4,2519.0,,,,,Other,Race/Ethnicity,Other,Active and Physical Training,Other
2019,US,National,22.0,21.2,22.8,41455.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Active and Physical Training,Other
2019,US,National,25.4,24.4,26.4,27392.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Very Active,Other
2019,US,National,20.8,19.9,21.8,26846.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Active and Physical Training,Other
2019,US,National,18.4,18.0,18.7,194567.0,,,Female,,,Gender,Female,Veggies Deficient,Other
2019,US,National,30.0,29.0,31.1,21782.0,18 - 24,,,,,Age (years),18 - 24,Very Active,Other
2019,US,National,18.7,17.1,20.5,7212.0,,,,,Asian,Race/Ethnicity,Asian,Veggies Deficient,Other
2019,US,National,18.0,17.2,18.7,49258.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Veggies Deficient,Other
2019,US,National,35.7,33.2,38.2,5825.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Physical Training,Other
2019,US,National,47.4,46.8,48.1,94549.0,,High school graduate,,,,Education,High school graduate,Active,Other
2019,US,National,27.0,26.0,28.1,20895.0,18 - 24,,,,,Age (years),18 - 24,Veggies Deficient,Other
2019,US,National,19.3,18.8,19.8,132145.0,65 or older,,,,,Age (years),65 or older,Veggies Deficient,Other
2019,US,National,34.8,34.0,35.6,43552.0,35 - 44,,,,,Age (years),35 - 44,Physical Training,Other
2019,US,National,35.5,34.4,36.7,24724.0,,Less than high school,,,,Education,Less than high school,Overweight,Other
2019,US,National,36.0,35.3,36.7,75842.0,55 - 64,,,,,Age (years),55 - 64,Obese,Other
2019,US,National,23.1,22.6,23.6,131238.0,65 or older,,,,,Age (years),65 or older,Active and Physical Training,Other
2019,US,National,42.5,41.6,43.4,46345.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Active,Other
2019,US,National,34.9,32.9,37.0,7291.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Very Active,Other
2019,US,National,36.6,36.1,37.2,108662.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Very Active,Other
2019,US,National,30.9,30.2,31.7,66451.0,,,,Data not reported,,Income,Data not reported,Inactive,Other
2019,US,National,34.1,33.1,35.2,25994.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Veggies Deficient,Other
2019,US,National,23.4,22.4,24.5,24532.0,,Less than high school,,,,Education,Less than high school,Very Active,Other
2019,US,National,54.9,48.8,60.9,1176.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Active,Other
2019,US,National,34.3,33.8,34.7,164782.0,,,Male,,,Gender,Male,Very Active,Other
2019,US,National,32.9,31.9,34.0,27768.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Physical Training,Other
2019,US,National,26.7,24.7,28.8,7149.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Active and Physical Training,Other
2019,US,National,31.0,30.5,31.5,145740.0,65 or older,,,,,Age (years),65 or older,Inactive,Other
2019,US,National,42.8,37.1,48.6,1280.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Obese,Other
2019,US,National,32.2,31.6,32.7,102579.0,,High school graduate,,,,Education,High school graduate,Inactive,Other
2019,US,National,37.9,37.3,38.4,112500.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Overweight,Other
2019,US,National,51.7,50.6,52.8,21344.0,18 - 24,,,,,Age (years),18 - 24,Active,Other
2019,US,National,27.1,26.3,28.0,46473.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Very Active,Other
2019,US,National,36.3,35.4,37.2,48002.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Obese,Other
2019,US,National,32.1,31.0,33.2,32609.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Inactive,Other
2019,US,National,32.7,32.1,33.3,97874.0,,High school graduate,,,,Education,High school graduate,Physical Training,Other
2019,US,National,35.6,34.7,36.5,43775.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Overweight,Other
2019,US,National,40.4,39.9,41.0,111031.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Physical Training,Other
2019,US,National,22.7,22.0,23.4,39965.0,25 - 34,,,,,Age (years),25 - 34,Inactive,Other
2019,US,National,27.7,26.7,28.8,21343.0,18 - 24,,,,,Age (years),18 - 24,Active and Physical Training,Other
2019,US,National,24.0,23.3,24.8,45187.0,35 - 44,,,,,Age (years),35 - 44,Inactive,Other
2019,US,National,44.4,43.3,45.5,27163.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Active,Other
2019,US,National,16.9,16.7,17.2,274473.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Veggies Deficient,Other
2019,US,National,53.1,52.4,53.7,101132.0,,Some college or technical school,,,,Education,Some college or technical school,Active,Other
2019,US,National,31.4,31.1,31.6,374073.0,,,,,,Total,Total,Obese,Other
2019,US,National,40.7,39.7,41.7,28242.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Obese,Other
2019,US,National,37.6,36.9,38.4,75842.0,55 - 64,,,,,Age (years),55 - 64,Overweight,Other
2019,US,National,39.3,38.8,39.8,169891.0,,,Male,,,Gender,Male,Physical Training,Other
2019,US,National,20.3,19.8,20.9,92473.0,,High school graduate,,,,Education,High school graduate,Active and Physical Training,Other
2019,US,National,22.5,21.0,24.2,7801.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Inactive,Other
2019,US,National,52.2,48.5,55.8,2609.0,,,,,Other,Race/Ethnicity,Other,Active,Other
2019,US,National,26.4,25.7,27.2,37721.0,25 - 34,,,,,Age (years),25 - 34,Very Active,Other
2019,US,National,37.6,36.6,38.7,27524.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Physical Training,Other
2019,US,National,60.8,60.3,61.4,107920.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Active,Other
2019,US,National,24.7,23.7,25.8,26540.0,,,,"Less than $15,000",,Income,"Less than $15,000",Very Active,Other
2019,US,National,31.3,29.4,33.2,7641.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Overweight,Other
2019,US,National,11.4,10.2,12.8,7633.0,,,,,Asian,Race/Ethnicity,Asian,Obese,Other
2019,US,National,20.8,20.4,21.2,192493.0,,,Female,,,Gender,Female,Active and Physical Training,Other
2019,US,National,53.5,53.1,54.0,163409.0,,,Male,,,Gender,Male,Active,Other
2019,US,National,21.2,20.4,22.0,41670.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Veggies Deficient,Other
2019,US,National,33.1,31.2,35.1,7633.0,,,,,Asian,Race/Ethnicity,Asian,Overweight,Other
2019,US,National,19.1,18.6,19.6,100612.0,,Some college or technical school,,,,Education,Some college or technical school,Veggies Deficient,Other
2019,US,National,32.3,31.8,32.8,139322.0,65 or older,,,,,Age (years),65 or older,Physical Training,Other
2019,US,National,32.8,32.0,33.6,38184.0,25 - 34,,,,,Age (years),25 - 34,Overweight,Other
2019,US,National,25.0,24.6,25.5,143648.0,,College graduate,,,,Education,College graduate,Obese,Other
2019,US,National,40.7,38.6,42.8,7499.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Physical Training,Other
2019,US,National,20.5,19.5,21.6,30007.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Active and Physical Training,Other
2019,US,National,27.4,25.5,29.4,7430.0,,,,,Asian,Race/Ethnicity,Asian,Very Active,Other
2019,US,National,28.4,25.3,31.6,2834.0,,,,,Other,Race/Ethnicity,Other,Obese,Other
2019,US,National,34.1,33.2,34.9,49648.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Very Active,Other
2019,US,National,39.2,38.0,40.4,26411.0,,,,"Less than $15,000",,Income,"Less than $15,000",Active,Other
2019,US,National,36.9,36.0,37.7,49559.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Inactive,Other
2019,US,National,33.2,32.4,33.9,59025.0,,,,Data not reported,,Income,Data not reported,Overweight,Other
2019,US,National,23.8,23.4,24.2,161550.0,,,Male,,,Gender,Male,Veggies Deficient,Other
2019,US,National,32.1,31.8,32.4,361169.0,,,,,,Total,Total,Very Active,Other
2019,US,National,22.1,20.3,24.0,7324.0,,,,,Asian,Race/Ethnicity,Asian,Active and Physical Training,Other
2019,US,National,33.0,31.8,34.2,25547.0,,,,"Less than $15,000",,Income,"Less than $15,000",Veggies Deficient,Other
2019,US,National,38.7,37.8,39.5,38468.0,25 - 34,,,,,Age (years),25 - 34,Physical Training,Other
2019,US,National,34.1,33.5,34.7,99433.0,,High school graduate,,,,Education,High school graduate,Overweight,Other
2019,US,National,37.6,36.8,38.4,53415.0,45 - 54,,,,,Age (years),45 - 54,Obese,Other
2019,US,National,30.0,29.3,30.8,57097.0,,,,Data not reported,,Income,Data not reported,Very Active,Other
2019,US,National,21.3,20.7,22.0,72508.0,55 - 64,,,,,Age (years),55 - 64,Active and Physical Training,Other
2019,US,National,23.9,23.4,24.4,109015.0,,Some college or technical school,,,,Education,Some college or technical school,Inactive,Other
2019,US,National,19.2,17.5,21.1,7158.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Veggies Deficient,Other
2019,US,National,34.0,32.9,35.1,31898.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Obese,Other
